,full_text,location,number_rt,number_likes,number_reply
16976, Apartamento para la venta en La calera en Medellín/Antioquia/Colombia en Venta,"Medellín, Colombia",0,0,0
16977," en la Vuelta a San Juan hay un Team Medellin, estoy","Medellín, Colombia",0,0,0
16978, ¡Vuela a #Quibdó donde te espera una aventura por el río #Atrato. Vuela entre #Medellín y #Quibdó y déjate atrapar por este destino. #SATENA es #Colombia,"Medellín, Colombia",0,1,0
16979," #LALIGAxWIN @SaqueLargoWin @EduardoLuisFut la ciudad de Medellín es mucho más futbolera que el resto de las ciudades de Colombia, por esa razón se venden más abonos que en el resto de ciudades del país.","Medellín, Colombia",0,0,0
16980, ¿A qué te comprometes para mejorar la calidad del aire de Medellín? El Exploratorio será el punto de encuentro de iniciativas e ideas ciudadanas para esta problemática. 5 de febrero 6:00 p.m. Entrada libre #AirePuro - @Exploratoriomed @aireenvigado,"Medellín, Colombia",1,1,0
16981, @eyanquenb @Juanchoi_ 4. Incentivos: Participación de las empresas públicas o priv. de la ciudad similar a lo realizado en Medellín con la EPM. Que se metan la mano al bolsillo para algo que también les mejora el negocio. 5. Amor por la cuidad: Es un tema de hacer las cosas bien y ya ☺️🤙🏼,"Medellín, Colombia",0,0,1
16982, Cámaras de seguridad de Medellín ahora tienen parlantes,"Medellín, Colombia",0,0,0
16983," @alanxelmundo Este video junto con el del barrio Pablo Escobar en Medellin, tienen de las mejores reflexiones y enseñanzas. Estos son los mensajes que hay que transmitir. Saludos. 🇦🇷","Medellín, Colombia",0,3,0
16984, Tanto Medellín cómo Nacional tienen sus niñas lindas. Que qué rico. Mera niñería pelear por quien tiene más,"Medellín, Colombia",1,5,0
16985," ¡Abre tu mente y libérate! Descubre Ho’oponopono: el camino más fácil para encontrar #Paz, #Felicidad y #Abundancia 🤩 ¡Gracias Adriana por tu testimonio! ¡Colombia, nos vemos en marzo! 🇨🇴 Medellín | Marzo 30...","Medellín, Colombia",1,3,0
16986, Complementa tu estilo con este reloj Q&amp;Q Original ☺️☺️ Mayor información y pedidos Whatsapp 3046095757📲📲 #FamRw . . . . . #relojes #relojesbucaramanga #relojesqyq #RelojesCol #Relojes #Bucaramanga #Cucuta #Cartagena #Barranquilla #Medellín #SantaMarta #Cali #Bogotá #Boyaca,"Medellín, Colombia",1,4,0
16987, @PizarroMariaJo @FicoGutierrez Ella es de Medellín?,"Medellín, Colombia",0,0,0
16988," El nuevo jugador de Independiente Santa Fe, Brayan “El Coco” Perea. ""Todas las críticas las voy a responder con goles”:Coco Perea. . . . #santafe #bogotá #galvanrey #oncecaldas #atleticonacional #manizales#medellín #goljuez #Televisión #EnVivo #Colombia …","Medellín, Colombia",0,0,0
16989, @SaqueLargoWin #LALIGAxWIN @stevenarce @EduardoLuisFut cano impulso a medellin y modelo disminuyo a santa fe!! Me abone porque esperó que este año sea muy distinto al anterior,"Medellín, Colombia",0,0,0
16990," ▶️Etapa/Stage 3 - CRI Pocito Tiempos intermedios: #41 @NairoQuinCo (@Movistar_Team) 7' 10"" #1 @oscarsevilla76 (@team_medellin) 7' 05"" #22 @EvenepoelRemco (@deceuninck_qst) 7' 01"" #VueltaSJ2019","Medellín, Colombia",0,7,0
16991," Según los datos de la encuesta Origen - Destino del @Areametropol, si no vive en #Medellín, la hora de entrada al trabajo más común es a las 7am (631 pp), seguido de las 8am (561 pp) y las 6am (296 pp). #stats","Medellín, Colombia",0,2,0
16992, @eltajalapiz En el sistema Metro de Medellín sí se usa el celular regularmente por los usuarios. También en los buses BRT. Que mal por Bogotá.,"Medellín, Colombia",0,0,0
16993, Una lesión deja a Medellín sin uno de sus defensas centrales,"Medellín, Colombia",0,0,0
16994, Medellín: ciudad que atropella a sus habitantes con el desarrollo,"Medellín, Colombia",0,0,0
16995," Vuelve el paramilitarismo a Medellín; ¿por qué creen que saltaron a la calle, eufóricos por el atentado?","Medellín, Colombia",0,2,0
16996, @Salamankiss Si sabe q en Medellín hay un Olimpica?,"Medellín, Colombia",0,0,1
16997, @Salamankiss El olímpica de Medellín los tiene,"Medellín, Colombia",0,0,1
16998, ¡Aberrante! Niña de 7 años fue torturada y apedreada ante la mirada del padre.,"Medellín, Colombia",0,1,0
16999, #Colombia Apartamento en Arriendo en Medellín,"Medellín, Colombia",0,0,0
17000, Alcaldesa (e) de El Bagre asegura que falsificaron renuncia a su cargo,"Medellín, Colombia",0,0,0
17001, Apartamento Arriendo cerca a Bello Medellín,"Medellín, Colombia",0,0,0
17002, Local Arriendo cerca a Laureles Medellín,"Medellín, Colombia",0,0,0
17003, @AndoconMachete Superela por qué esa imagen es en Medellín,"Medellín, Colombia",0,0,1
17004, #LALIGAxWIN @SaqueLargoWin verifiquen precios de abonos por equipos. Los abonos de Millonarios que son 8.800 en Medellín serian 24.000 ya que se triplica el valor en Bogotá.,"Medellín, Colombia",1,0,0
17005, @PalomaValenciaL Justicia y Paz fue diseñada para la desmovilización de los paramilitares por juristas de la Universidad de Medellín. Está funcionando.,"Medellín, Colombia",1,2,0
17006," ""Cano impulsó los abonos de Medellín"" @carlosalemanj #LALIGAxWIN","Medellín, Colombia",0,1,1
17007, Así luce el Independiente Medellín modelo 2019: Hay siete refuerzos Presentamos a las nuevas incorporaciones con las que se buscará revancha en Liga y Libertadores:,"Medellín, Colombia",1,6,0
17008, Clientes felices celebrando su cumpleaños con farrasnorte en Fonda La Vecindad #tucumpleaños #cumpleaños #farrasnorte #medellín #rumba #fiestas 🎉🎊,"Medellín, Colombia",0,0,0
17009," Gracias por compartir la pagina. Hablan de Perez, quisiera saber el nombre y mas abajo comentan sobre un investigador de medellin. Podria tomarle foto a la pagina anterior y la siguiente y enviarme esa parte? Muchas gracias.","Medellín, Colombia",1,0,2
17010," @METCommunity y @BBVA_Colombia se unen en una nueva edición de #ForoMETBBVA en #Medellin, para alcanzar los @ODSColombia de @ONU_es, promoviendo el empoderamiento femenino en #Ciencia y #TIC. Más información en:","Medellín, Colombia",0,1,0
17011, 📢 Conoce las 4 infracciones de tránsito que detectará el radar a partir del 18 de febrero. Amplía: #MovilidadMedellín,"Medellín, Colombia",2,0,0
17012, 🔥Tenis y articulos a los mejores precios envios gratis en todo Colombia! 🔥Wapp 3127552214 Visita nuestra tienda virtual #estampados #LifePrintColombia #colombia #teniscasual #bogotá #instagramers #medellín #hombres #pereira #Santamarta #teniscolombia,"Medellín, Colombia",0,0,0
17013, @metrodemedellin Felicitaciones señores metro que hayan hecho respetar la cultura metro..esto Aplica tanto para nacionales y extranjeros Porque Medellin es otra cosa!!!!y Asi hay q demostrarlo.,"Medellín, Colombia",1,0,0
17014," @stevenarce los abonos de medellin cuestan 65.000 pesos para las tribunas populares, mientras que los del Junior cuestan 200.000 pesos, tres veces más. El número de abonos vendidos es proporcional al valor de los mismos.","Medellín, Colombia",0,0,0
17015, @SaqueLargoWin la hinchada del medellin siempre ha sido fiel y es una forma de apoyar un buen proceso,"Medellín, Colombia",0,0,0
17016, I'm at Arepas rellenas y comidas rápidas in Medellín,"Medellín, Colombia",0,0,0
17017," @CMonteroOficial @MartinRussoOk Un abrazo, señor Carlos 😄👏 ¡Un abrazo desde Medellín!","Medellín, Colombia",0,0,0
17018, Este gráfico me gusta: Acá se ve el tiempo que se demora la gente que dice que va al trabajo y no viven en #Medellín #stats. Datos curiosos: El promedio es de 50 mins y el 75 % de los viajes puede durar hasta 60 mins. Muy graves estamos.,"Medellín, Colombia",1,1,1
17019," Calzada Bogotá - Medellín, municipio de Guarne, a la altura del retorno No 8 el Rancherito Km 29+980 , presenta paso restringido por accidente de transito. Transite con precaución.","Medellín, Colombia",0,0,0
17020, Estamos en la socialización de la Línea base sobre acoso y violencia sexual a mujeres y niñas en la Comuna 10 la Candelaria. Como @AlcaldiadeMed y como sociedad nos comprometemos a prevenir las prácticas que afecten la seguridad de las mujeres en #Medellín,"Medellín, Colombia",8,26,0
17021," ✅ CONTADORES, ADMINISTRADORES y NEGOCIADORES: Les compartimos oportunidad laboral para el cargo de ""Consultor comercial"" en Medellín. 👉https://t.co/QyjKIZ84xX","Medellín, Colombia",1,1,0
17022, Nueva cifra de abonados del Medellín:,"Medellín, Colombia",0,3,0
17023, Nueva cifra de abonados del Medellín:,"Medellín, Colombia",0,1,0
17024, Suspenden al alcalde de Turbo.,"Medellín, Colombia",0,0,0
17025, @SaqueLargoWin @stevenarce @SaqueLargoWin @stevenarce #LALIGAxWIN junior embriagado de triunfos ?? Campeón cada tres años ? Por un buen semestre ? Si la gente en Medellín y de nacional se abona y esta última sí que debe estar embriagada de títulos y sigue acompañando @EduardoLuisFut,"Medellín, Colombia",0,0,0
17026," Calzada Medellín - Bogotá, municipio de Marinilla , a la altura de El Cordobés Km 41+800, presenta paso restringido por trabajos en la vía. Transite con precaución.","Medellín, Colombia",0,0,0
17027," @SaqueLargoWin Afición verdadera al futbol en Colombia, solo existe en Medellín! El resto es novelaría, programa de amigos o paseo de olla!","Medellín, Colombia",0,0,1
17028," @arn_paula @CarlosCog87 @juanpab99062106 @Pasion_Poderosa Claro, si vamos a comparar a Junior con otro, que tenga más que nosotros, no tengo ningún argumento en contra, pero es que ustedes de qué presumen._. ¿De que son “campeones” en hinchada? No comparto vergüenzas como esas y menos con una mentira como el Medellín","Medellín, Colombia",0,0,1
17029," ✅ ARQUITECTOS y DISEÑADORES INDUSTRIALES: Les compartimos oportunidad laboral para el cargo de ""Asesor creativo de proyectos"" en Medellín. Salario: $2.000.001 - $3.000.000 👉https://t.co/Ie9C2bPU8F","Medellín, Colombia",0,0,0
17030, @SaqueLargoWin #LALIGAxWIN @EduardoLuisFut Medellín en estos momentos tienen más abonados de los que dijeron actualicen por favor,"Medellín, Colombia",0,0,0
17031, #LALIGAxWIN Millonarios vendio 8800 y va por mas. Pero no se puede comparar los precios del Medellín con Millos. Donde el precio de aca me compro 3 abonos en medellin. Comparen precios y vera.,"Medellín, Colombia",0,0,0
17032, @SaqueLargoWin @stevenarce #LALIGAxWIN junior embriagado de triunfos ?? Campeón cada tres años ? Por un buen semestre ? Si la gente en Medellín y de nacional se abona y esta última sí que debe estar embriagada de títulos y sigue acompañando,"Medellín, Colombia",0,0,0
17033, @SaqueLargoWin Medellin tiene 21k no 19k.,"Medellín, Colombia",0,0,0
17034, #EEUU juega al j' del Cartel de Medellín y vuelve a @jguaido un fuera de ley #ONU #OEA @PARLASUR @PARLACENRD @Europarl_ES #Venezuela #Colombia #Peru #Panama #CostaRica #NicaraguaQuierePaz #Honduras #ElSalvador #Guatemala #Mexico #Canada #Argentina #Brasil #Chile #Ecuador #francia,"Medellín, Colombia",0,0,0
17035, @Army_Medellin @BTS_Colombia Pero tienen nombres distintos no? Este es BTS ARMY Medellín y el otro es BTS Medellín ARMY o estoy confundida? 🤔,"Medellín, Colombia",0,0,0
17036," @JuanAristiAngel @LigaAguila @Dimayor @DIM_Oficial @UnionMagdalena Qué raro, Medellín jugando un sábado a las 8, sigue el mismo horario para opacar al equipo","Medellín, Colombia",0,0,0
17037," ✅ INGENIER@S DE SISTEMAS: Les compartimos oportunidad laboral para el cargo de ""Director de Proyectos"" en Medellín. Salario: $4.000.001 - $6.000.000 👉https://t.co/8peFlkOE6w","Medellín, Colombia",0,0,0
17038," En la comuna 10 de Medellín se encuestaron a 500 mujeres mayores de 14 años sobre el acoso sexual, el 78% dijo haberse sentido acosada alguna vez en su vida #Desumagravedad","Medellín, Colombia",1,1,0
17039," Mi mamá se está estrenando en el mundo de las videollamadas ahora que me vine a vivir a Medellín; para vernos. Nos morimos de la risa porque pausa el vídeo, lo silencia, me cambia la cámara y tengo que colgarle y volver a llamarla.","Medellín, Colombia",0,2,0
17040," #29Ene 2017, muere en Medellín, Colombia, el musico Elkin Fernando Ramírez Zapata, mejor llamado ''Titan''. Fue líder de la banda de heavy metal Kraken.","Medellín, Colombia",16,28,2
17041, Preocupación en Medellín por posible retiro de 300 policías,"Medellín, Colombia",7,7,5
17042, @prendon Rola que necesita urgentemente conocer Medellín,"Medellín, Colombia",0,0,1
17043, @metrodemedellin Uno de nuestros orgullo es nuestro metro no podemos q lleguen esos petrista a Medellín nos caracterizamos por ser personas trabajadoras y honestas quiero a mi Medellín.,"Medellín, Colombia",0,0,0
17044," Estoy pensando… y si Bárbara se llama en realidad Bárbara Sofía (o Sophia) Schot Boller y por eso en la canción de “Sabemos” Mario dice ""Sofi (o Sophie, en su defecto) estoy en el estudio en Medellín…"" TENGO QUE DEJAR DE CONSPIRAR ASÍ, ahre jajajaj","Medellín, Colombia",0,0,0
17045," Making new friends. :) @ Medellín, Antioquia","Medellín, Colombia",0,0,0
17046," ✅ ADMINISTRADORES DE NEGOCIOS y NEGOCIADORES INTERNACIONALES: Les compartimos oportunidad laboral para el cargo de ""Ejecutivo de cuenta - comercial"" en Medellín. Salario: $2.000.001 - $3.000.000","Medellín, Colombia",1,0,0
17047," Calzada Bogotá - Medellín, municipio de Copacabana, a la altura del túnel del Km 13+000, vía despejada.","Medellín, Colombia",0,0,0
17048," Mañana en Medellín, asiste a una charla en la que aprenderás armonizar tu casa, oficina o consultorio de acuerdo a la energía vital universal. .","Medellín, Colombia",0,0,0
17049, Misionero habría sido asesinado por extranjeros a los que dio albergue ►,"Medellín, Colombia",1,4,10
17050, Seguimos llevando la #SocializaciónTIC a las regiones del país. El miércoles 30 de enero estaremos en Medellín contándole a los ciudadanos porqué el país necesita modernizar el sector TIC. ¡No faltes! #MinTICEnLasRegiones | Toda la información en →,"Medellín, Colombia",0,0,0
17051, @herbinhoyos @BoteroM @IvanDuque @FarcPartido Y en Medellin haciendo alianzas el CD con las Farc partido politico para la Alcaldia y entonces?,"Medellín, Colombia",0,0,0
17052, La Empresa Metro de Medellín no se presentó a la mesa de negociación para acordar las condiciones mínimas de la Etapa de Arreglo Directo,"Medellín, Colombia",12,8,5
17053, @faithboy80 @AndrsAv18358846 @LorenaM46096473 @juanluis_tello @HoracioRivera @lopezobrador_ @FelipeCalderon Qué nivel de ignorancia tan grande Dios mío 🤦🏻‍♀️ Cesar Gaviria acabó con el cártel de Medellín matando a Pablo Escobar y el cártel de Colombia. En serio gente antes de tuitear infórmense. 🤦🏻‍♀️,"Medellín, Colombia",0,0,2
17054, @MiguelUribeT POR AQUELLOS TIEMPOS URIBE ERA PARTE DEL CARTEL DE MEDELLÍN POR ESO LO DETESTO,"Medellín, Colombia",0,2,0
17055," Buenas tardes señores, saludos desde ""Medellin #LALIGAxWIN","Medellín, Colombia",2,3,0
17056, APARTAESTUDIO EN ARRIENDO EN MEDELLIN COD 4547,"Medellín, Colombia",0,0,0
17057, APARTAESTUDIO EN ARRIENDO EN MEDELLIN COD 4547 en Medellín/Antioquia/Colombia en Alquiler,"Medellín, Colombia",0,0,0
17058," Cayó Federico Guillermo García Arjona, quien perjudicó al Instituto Jorge Robledo de Medellín: Ojalá sigan Carrasquilla, Fiscal, subpresidente, Ordoñez, Pachito, Claudia Ortiz, Vicente Torrijos, El Innombrable #RenuncieFiscal #FiscalRenuncie #VigiliaFiscal","Medellín, Colombia",0,0,0
17059, #LALIGAxWIN saludos a todos desde Aranjuez Medellín!!!,"Medellín, Colombia",0,0,0
17060, Pollo lollipop -🙏🏻 visítanos para probar auténticos platos de la India y Tandoor - choose from wide range of dishes - Authentic Indian food in medellin #zaaikaindianrestaurant…,"Medellín, Colombia",0,0,0
17061, Este viernes 1 de febrero estaré con mi banda Neon Lights acompañando a Titan en el Hard Rock Medellín ¡Los esperamos! #Bass #BassPlayer #Bassgirl #GirlPower #LiveMusic #MusicaEnVivo #concertphoto #musicphoto...,"Medellín, Colombia",1,1,0
17062," @cacheticolorada Es decir, estamos concientes que el tiempo es menor a una hora, pero sabemos que en #Medellín no debería tomarnos más de 30 minutos.","Medellín, Colombia",0,1,1
17063, Movilidad Medellín: los semáforos convirtieron la Loma Los Balsos en una vía caótica. @vivirpoblado @sttmed @FicoGutierrez @AlcaldiadeMed,"Medellín, Colombia",1,1,2
17064," Felipe Pardo: ""Me ha tocado jugar en la cancha de Tijuana cuando vine con Medellín. Es una cancha diferente, pero no hay excusas, vamos a estar preparados para volver a la senda ganadora"".","Medellín, Colombia",0,1,0
17065, #LALIGAxWIN hoy volvemos al Atanasio vamos MEDELLÍN!,"Medellín, Colombia",0,0,0
17066, ¡Sin escala! Desde junio habrán vuelos directos entre Medellín y Madrid |,"Medellín, Colombia",0,0,0
17067, ¡Sin escala! Desde junio habrán vuelos directos entre Medellín y Madrid |,"Medellín, Colombia",0,0,0
17068, Docentes en Medellín han tenido que ser trasladados por intimidaciones.,"Medellín, Colombia",0,0,0
17069, #Alpujarra #alcaldiademedellin #diciembre #terminadoeldia #cielonublado en Alcaldía de Medellín,"Medellín, Colombia",0,0,0
17070, ¿alguien sabe algún lugar para hacer piercings en Medellín y que sea bueno/recomendable?,"Medellín, Colombia",0,0,0
17071, Empresa @metrodemedellin no se presentó a la mesa de negociación para acordar las condiciones mínimas de la Etapa de Arreglo Directo,"Medellín, Colombia",2,2,1
17072," @alejandro160315 Hola Alejandro, gracias por compartir con nosotros tus ideas para fortalecer la #MovilidadSostenible. Te invitamos a formalizar tu mensaje en el canal de atención al ciudadano. ¡Feliz martes!","Medellín, Colombia",0,0,0
17073, @SaqueLargoWin #LALIGAxWIN Hola Muchachos HOY en el show de la tarde con el mejor programa de colombia. Aquí desde Medellín el barrio el poblado,"Medellín, Colombia",0,0,0
17074," Mis vecinos son lo máximo. Usan ""madurista"" como insulto equivalente a bruto. Medellín, te quiero.","Medellín, Colombia",0,3,0
17075," Por posible colapso, ordenan evacuación de dos edificios en Medellín: Federico Gutiérrez, alcalde de la ciudad, dio la instrucción. Busca “evitar pérdidas humanas”. copyright © 2018","Medellín, Colombia",0,0,0
17076," Calzada Bogotá - Medellín, municipio de Guarne, a la altura del retorno No 8 el Rancherito Km 29+980 , presenta paso restringido por accidente de transito. Transite con precaución.","Medellín, Colombia",0,0,0
17077," Medellín, epicentro de la Cuarta Revolución Industrial - Las2orillas:","Medellín, Colombia",16,36,0
17078," En que momento, la movilidad vehicular en Medellín se volvió una pesadilla? Es la pregunta de propios y extraños que @FicoGutierrez y sus funcionarios no responden. @elcolombiano @vivirpoblado @hora13noticias","Medellín, Colombia",2,1,0
17079," ""Prefiero hacer tres goles y ser campeón, y no hacer 20 y salir segundo"" fue la frase que dejó Hernán Barcos que se hizo viral está tarde y que inmediatamente hinchas del Medellín manifestaron su molestia y por su parte hinchas del verde hicieron chistes al respecto...","Medellín, Colombia",17,100,7
17080, Convocatoria para más de 800 jóvenes de Medellín que necesiten empleo o asesoría en emprendimiento.,"Medellín, Colombia",0,0,0
17081," #LALIGAxWIN Saludos desde Medellín, barrio Manrique.","Medellín, Colombia",0,0,0
17082," @faustocoppi60 @Illuminatebike @Laaasu @Felixbaron1 @A_Kiani707 @stiiviK Grande Mihai, bienvenido te esperamos en medellin,","Medellín, Colombia",0,1,1
17083," Sobre las 6:30pm estará llegando Nacional al Aeropuerto Internacional Palonegro de Bucaramanga, el verde regresa a la ciudad de Medellín el día jueves sobre las 9:00am. #vamosnacional🏆🇳🇬","Medellín, Colombia",0,0,0
17084, @AmarantaHank @anagomezx18 Si estás en Medellín tenés que grabar con Natasha Teen @natasha__10_ . Actualmente ustedes son las dos mejores actrices porno de Colombia. Y Amaranta cuando grabaras con Pierre Woodman? Ya es hora 🍑💧💧,"Medellín, Colombia",0,1,0
17085, Air Europa desde junio volará Madrid-Medellín 3 veces a la semana.,"Medellín, Colombia",5,11,1
17086," Esta noche en #PuntodeGiroTM @juanguimontoya junto al panel de invitados conversarán sobre el futuro de los migrantes venezolanos en Medellín, ante de los últimos acontecimientos políticos en el vecino país. Los esperamos a las 9:00 p. m.","Medellín, Colombia",2,4,0
17087," Un año menos hasta la muerte @juancastroMDP. Tu vida va en picada, como cierto avión con destino a Medellín.","Medellín, Colombia",0,0,0
17088," Disfruta, aprende y comparte en los Talleres Artísticos @UNmedellin ¡Inscríbete! #SomosBienestarUN Ver enlace: @DirBienestarUN @Arq_unalmed @fminas @FCA_UNmed @FCHE_UN @CNT_UNAL @ORISedeMedellin @UnisaludMed @UNColombia @PrensaUN @DieUNMed @BibliotecaUNMED","Medellín, Colombia",3,4,0
17089," @joseiuribe Hola Jose, te contamos que pensando en la seguridad de los peatones, se tiene contemplada la implementación de pasos seguros en el sector. Estamos atentos a la situación y te invitamos a formalizar tu mensaje en el canal de atención al ciudadano. Saludos.","Medellín, Colombia",0,0,0
17090," #Alerta La Chiva #Deportes: Con 21.393 hinchas abonados, Deportivo Independiente Medellín es el equipo en Colombia con más abonos vendidos hasta la fecha. La directivas del equipo rojo ampliaron el plazo hasta el 3 de febrero. @DIM_Oficial @Dimayor @AMOALDIM","Medellín, Colombia",0,0,0
17091, #InnovationFairMedellín2018 NetWConsulting compartiendo nuevas experiencias de innovación y su participación en la feria de innovación tecnológica SAP Partner Innovation Fair Medellín 2018. vía @YouTube,"Medellín, Colombia",0,1,0
17092," BOB DYLAN &amp; JOAN BAEZ / VOICES OF A GENERATION VINILOX2 180G $140,000. COP. SERVICIO A DOMICILIO EN MEDELLÍN Y ENVIOS A TODO EL PAÍS. Teléfono: (4) 3229213 WhatsApp: 3046816991. Facebook: RS RECORDS. Música /...","Medellín, Colombia",0,0,0
17093, Adivina donde se tomó esta foto🤔 🗺 . . 📸Tomado por: marianamontoya___ .——————————————————————————— #foto #fotografia #paisajes #medellin #city #lifestyle #medallo #medellin #colombia…,"Medellín, Colombia",0,0,0
17094," @INDERMEDELLIN @AlcaldiadeMed @FicoGutierrez @danielpmejiag @sttmed @team_medellin @AndresFLopez Hola buenas tardes. Que chevere sería que ampliarán la ciclovia de la regional para más al sur, asistimos mucha gente de envigado y de Itagüí y toca bajar por toda la avenida con carros. Espero que lo piensen y nos tengan en cuenta. Muchas gracias por brindarnos estos espacios","Medellín, Colombia",0,0,1
17095," Mañana estaremos en el Auditorio de la @Ruta_N en Medellín, realizando la reunión de socialización del Proyecto de Ley de Modernización del Sector TIC. ¡Los esperamos! #ElFuturoDigitalEsDeTodos","Medellín, Colombia",15,38,1
17096," @maluma feliz cumple mi amor!!! Te veo en Medellín en junio, pero tmbn puedes venir a Chicago 😉❤️ TQ","Medellín, Colombia",0,0,0
17097, @LizethCorrea301 @BTS_Medellin @BTS_twt Obvio el jueves le enseño,"Medellín, Colombia",0,0,0
17098," El centro de la #4RI en Medellín trabajará con tecnologías emergentes como #Blockchain, #InteligenciaArtificial y #IoT, permitiendo que se desarrollen nuevas estrategias generadoras de cambio en la Economía DIgital del país. Más aquí 👉https://t.co/ZKWC0rxBoZ VÍA @RevistaDinero","Medellín, Colombia",1,4,0
17099, qué nos pueden decir los representantes del gobierno @IvanDuque sobre esto? cc @ConstainSylvia,"Medellín, Colombia",0,0,0
17100, Sigo trabajando para traerleslo mejor de mi repertorio #GRN 🔥@ghomegroup #Dancehall #Reggae #Hiphopreggae #Antioquia #Medellin #bailademente,"Medellín, Colombia",0,1,0
17101, Recuerden que nuestro Informe sobre el estado de la primera infancia en Medellín sigue disponible en la bibilioteca digital. Invitados a consultar los detalles.,"Medellín, Colombia",0,0,0
17102," Y ahora estamos aquí, seguimos aquí, soy intocable como Pablo en Medellín.","Medellín, Colombia",0,0,0
17103, ‘Medellín no es la ciudad más mafiosa de Colombia’ vía @eltiempo,"Medellín, Colombia",0,0,0
17104," @FicoGutierrez tu respuesta a la problemática en Moravia es enviar el SMAD? Medellín cuenta con vos? Que te duela así sea un poquito tu ciudad, tu gente. PATO HIJUEPUTA","Medellín, Colombia",0,0,0
17105," #OjoAlDato En Medellín este lunes 4 de febrero comienza la rotación del #PicoyPlaca para carros particulares, taxis y motos de dos tiempos. Conozca aquí qué día tiene restricción.","Medellín, Colombia",0,0,0
17106, #SANJUANxESPN hoy gana Óscar Sevilla. Un saludo desde Medellín,"Medellín, Colombia",0,0,0
17107," Calzada Bogotá - Medellín, municipio de Copacabana, a la altura del túnel del Km 13+000, Presenta paso restringido por trabajos en la vía. Transite con precaución.","Medellín, Colombia",1,0,0
17108, @evangelinebts15 @BTS_Medellin @BTS_twt RE SI WEY,"Medellín, Colombia",0,1,0
17109, Soy intocable como Pablo en Medellín 😤,"Medellín, Colombia",0,0,1
17110, @indimiu @BTS_Medellin @BTS_twt Help meeeeee😢😢 ojala yo supiera 😶,"Medellín, Colombia",0,0,0
17111, @MariaTereP21 @BTS_Medellin @BTS_twt Claroooooo si me enseñan de una😢😪 @BTS_twt,"Medellín, Colombia",0,0,1
17112, @mario_sabato Óscar Sevilla un saludo desde Medellín,"Medellín, Colombia",0,0,0
17113, @catatrujillou 😱😱😱 ¡No puedo creer que se te escape un lugar del centro de Medellín!,"Medellín, Colombia",0,0,0
17114, Willie Gonzalez en Vivo en Medellin: vía @YouTube,"Medellín, Colombia",0,0,0
17115, Estamos en la socialización de un estudio sobre el acoso y violencia sexual a mujeres y niñas en la comuna 10 de Medellín...,"Medellín, Colombia",0,4,1
17116," Busca ya #DespuesDeLas9 por #BadBunny ❌ #Almighty ❌ #ÑengoFlow en tú página favorita. en Medellín, Antioquia","Medellín, Colombia",0,0,0
17117, #OlaUribistaChallenge en honor al Junta Directiva del Cartel de Medellín.,"Medellín, Colombia",1,2,0
17118," ¡Danza, teatro, conciertos, exposiciones, documentales y mucho más! En @CasaTeatroEP puedes encontrar una gran cantidad de posibilidades para disfrutar de la programación cultural de Medellín. 🎧🎤🎟️ #Teatro #cultura #Medellin #Meappunto","Medellín, Colombia",2,5,0
17119, Estoy que me medellin 😏,"Medellín, Colombia",0,5,0
17120, 127 presos con casa por cárcel en Medellín no estaban en sus hogares | Rimix Radio,"Medellín, Colombia",0,0,0
17121," ✅ INGENIER@S DE SISTEMAS: Les compartimos oportunidad laboral para el cargo de ""Analista TI PP"" en Medellín. Salario: $4.000.001 - $6.000.000 👉https://t.co/6Jzm8hBf5V","Medellín, Colombia",1,0,0
17122, @sentidecano @ATOficial Feliz cumple Yacare 🎂🎁🎈!! Cómo olvidar el silbato 🗣️ contra Nacional en Medellín #ArgentinidadAlPalo,"Medellín, Colombia",0,8,0
17123, Inicia #ConPaz #Medellin con la participación de las plataformas de #DerechosHumanos. Gracias a @AlcaldiadeMed y @forjandofuturos y @amarlenyarcilag y @luzmamunera por su compromiso con la participación de la ciudadanía en la Construcción de Paz.,"Medellín, Colombia",3,8,0
17124," Pide tu cita SIN COSTO, con los mejores abogados en todas las especialidades del derecho. #SandroSanchez #SergioSanchez PBX: 512-63-55 Dir: Edificio del café (Medellin) Calle 49 # 50-21 Piso 25 Oficina 2507","Medellín, Colombia",0,1,0
17125, Clasificación de los clubes colombianos en el ranking mundial según @Ranking_IFFHS 7. Junior 10. Santa Fe 13. Nacional 56. Millonarios 82. Cali 93. Medellín 105. Once Caldas 115. Tolima 150. Equidad 195. Bucaramanga 196. Rionegro 203. América QUE LEJOS ESTÁS BECHITA.,"Medellín, Colombia",2,3,0
17126," @BTS_Medellin Todos deberíamos apreciar más sus primeras canciones, si supieran el empeño y trabajo duro que pusieron en ellas, creo que eso es lo que las hace especiales, al menos para mi ^-^ @BTS_twt","Medellín, Colombia",2,2,1
17127," @BernardiFutbol @CaracolDeportes @Libertadores @Sudamericana @JuniorClubSA Santa fe fue semifinalista, cali y medellin llegaron a cuartos, suma los últimos logros que fueron nacional 2016, santa fe 2016, nacional finalista sudamericana 2017, todo eso suma","Medellín, Colombia",0,0,1
17128, (Video) Mira aquí las principales incidencias de la victoria de @patriotasboySA sobre @DIM_Oficial,"Medellín, Colombia",1,3,0
17129," Aprovecha ya nuestras promociones y pide a domicilio tu helado ya inf. 216 4118. #MEDELLIN #domicilios #helados #distribuidora #elboomdeloshelados en Medellín, Antioquia","Medellín, Colombia",0,0,0
